name,url,bedrooms,bathrooms,floors,land_area,building_area,longitude,latitude,price
Disewakan Rumah Hook Siap Huni Taman Cibaduyut Indah Bandung,https://www.lamudi.co.id/disewakan-rumah-hook-siap-huni-taman-cibaduyut-ind-170001766712.html,2.0,2.0,1.0,147.0,90.0,107.593915,-6.950059,35000000.0
Disewa Rumah Baru Minimalis Semi Furnish Siap Pakai di Sutami Bandung,https://www.lamudi.co.id/disewa-rumah-baru-minimalis-semi-furnish-siap-paka-169044092637.html,3.0,3.0,1.0,165.0,180.0,108.251589,-6.387806,70000000.0
Disewa Rumah Terawat Nyaman dan Aman di Gempol Asri Cijerah Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-dan-aman-di-gempol-asr-169475881295.html,3.0,2.0,1.0,80.0,112.0,107.567388,-6.918269,36000000.0
Disewakan Rumah Siap Huni Taman Kopo Indah Bandung,https://www.lamudi.co.id/disewakan-rumah-siap-huni-taman-kopo-indah-bandung-16999667848.html,4.0,2.0,,140.0,120.0,106.904854,-6.653733,50000000.0
Di sewakan Rumah Modern Minimalis Siap Huni di Setra Duta,https://www.lamudi.co.id/di-sewakan-rumah-modern-minimalis-siap-huni-di-set-170001577127.html,5.0,5.0,1.0,174.0,170.0,107.57571,-6.88167,120000000.0
Rumah Sewa di Rancamulya Asri,https://www.lamudi.co.id/rumah-sewa-di-rancamulya-asri-170011579937.html,2.0,1.0,1.0,72.0,50.0,107.60694,-7.18806,19000000.0
Rumah Siap Huni Batununggal Bandung,https://www.lamudi.co.id/rumah-siap-huni-batununggal-bandung-169526626853.html,3.0,3.0,1.0,200.0,200.0,107.63578,-6.95496,60000000.0
Disewakan Rumah Siap Huni di Sukaluyu Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-sukaluyu-bandung-kota-169502454324.html,7.0,4.0,1.0,70.0,140.0,107.63167,-6.89667,59000000.0
Disewakan Rumah di Komplek Elite Kawasan Soekarno Hatta Bandung Kota,https://www.lamudi.co.id/disewakan-rumah-di-komplek-elite-kawasan-soekarno-169477263873.html,3.0,2.0,1.0,105.0,170.0,107.64388,-6.91927,57000000.0
Rumah mainroad di Antapani,https://www.lamudi.co.id/rumah-mainroad-di-antapani-169572686886.html,4.0,2.0,1.0,747.0,400.0,107.66194,-6.92306,400000000.0
Disewakan Rumah Bagus TKI 5,https://www.lamudi.co.id/disewakan-rumah-bagus-tki-5-169156548111.html,2.0,1.0,,128.0,47.0,107.56759825974,-6.9617632245279,40000000.0
Rumah Taman Kopo Indah 3 Bandung,https://www.lamudi.co.id/rumah-taman-kopo-indah-3-bandung-16956459761.html,2.0,1.0,1.0,238.0,70.0,106.904854,-6.653733,50000000.0
Disewa Rumah 2 Lantai Nyaman dan Aman Lokasi Bagus di Dago Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-nyaman-dan-aman-lokasi-bagus-16915640462.html,4.0,3.0,1.0,,175.0,107.623445,-6.876258,95000000.0
Rumah Asri Di Sayap Gatot Subroto Bisa Untuk Tempat Usaha - Henny,https://www.lamudi.co.id/rumah-asri-di-sayap-gatot-subroto-bisa-untuk-tempa-169572687286.html,5.0,4.0,1.0,500.0,400.0,107.636076,-6.927541,250000000.0
DISEWAKAN RUMAH LAMA SAYAP BURANGRANG,https://www.lamudi.co.id/disewakan-rumah-lama-sayap-burangrang-169157438865.html,,3.0,1.0,440.0,300.0,107.626978,-6.929357,200000000.0
Rumah Tengah Kota Masuk Gang Sayap Moh. Toha Bandung,https://www.lamudi.co.id/rumah-tengah-kota-masuk-gang-sayap-moh-toha-bandun-169564602980.html,2.0,1.0,1.0,30.0,60.0,107.609038,-6.934445,21000000.0
Disewakan Rumah Cantik Murah di Singgasana Pradana Bandung,https://www.lamudi.co.id/disewakan-rumah-cantik-murah-di-singgasana-pradana-16916739023.html,4.0,3.0,1.0,200.0,150.0,107.603277,-6.951883,67500000.0
Rumah Minimalis Siap Huni di Jalan AH Nasution Ujungberung Bandung,https://www.lamudi.co.id/rumah-minimalis-siap-huni-di-jalan-ah-nasution-uju-16783763003.html,2.0,2.0,1.0,100.0,100.0,107.705,-6.91,70000000.0
Disewa TKI1 3KT,https://www.lamudi.co.id/disewa-tki1-3kt-169563884829.html,3.0,2.0,1.0,110.0,220.0,106.904854,-6.653733,25000000.0
SEWA   RUMAH LOKACITRA-KBP,https://www.lamudi.co.id/sewa-rumah-lokacitra-kbp-169233406418.html,3.0,2.0,1.0,162.0,97.0,107.467209,-6.844347,80000000.0
Rumah multi fungsi di mainroad jalan Rumah Sakit Bandung timur,https://www.lamudi.co.id/rumah-multi-fungsi-di-mainroad-jalan-rumah-sakit-b-170045472314.html,4.0,4.0,1.0,325.0,350.0,107.6896073,-6.9328971,125000000.0
Disewakan Rumah Siap Huni di Cisaranten Kulon Bandung Kota Harga Ok,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-cisaranten-kulon-band-169510756333.html,4.0,4.0,1.0,70.0,110.0,107.68444,-6.92361,37000000.0
Disewa Rumah Nyaman & Aman Lokasi Strategis di Kopo Permai Bandung,https://www.lamudi.co.id/disewa-rumah-nyaman-aman-lokasi-strategis-di-kopo-169234477895.html,5.0,4.0,1.0,125.0,200.0,107.6535667,-6.9536868,65000000.0
Rumah Nyaman Taman Cibaduyut Indah,https://www.lamudi.co.id/rumah-nyaman-taman-cibaduyut-indah-168836418186.html,2.0,1.0,1.0,60.0,80.0,107.593915,-6.950059,25000000.0
Disewa Rumah Bagus & Asri Siap Huni di Kota Baru Parahyangan Bandung,https://www.lamudi.co.id/disewa-rumah-bagus-asri-siap-huni-di-kota-baru-par-169940669852.html,3.0,2.0,1.0,120.0,94.0,107.467209,-6.844347,90000000.0
"JALAN UTAMA SARIJADI DKT UNIV. MARANTHA, SIAP HUNI.",https://www.lamudi.co.id/jalan-utama-sarijadi-dkt-univ-marantha-siap-huni-170044882635.html,4.0,2.0,1.0,100.0,130.0,107.57795417668,-6.8716157687276,35500000.0
Disewakan Rumah Siap Huni Sarijadi Bandung,https://www.lamudi.co.id/disewakan-rumah-siap-huni-sarijadi-bandung-170057453138.html,4.0,2.0,1.0,214.0,215.0,107.586768,-6.875405,95000000.0
Di sewakan rumah besar dan nyaman di rajawali,https://www.lamudi.co.id/di-sewakan-rumah-besar-dan-nyaman-di-rajawali-17006656571.html,3.0,2.0,1.0,310.0,250.0,107.580433,-6.904741,65000000.0
Disewakan Rumah Siap Huni di Kiara Sari Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-kiara-sari-bandung-ko-169561190021.html,3.0,1.0,1.0,90.0,70.0,107.64308,-6.94841,37000000.0
Disewa Rumah Siap Huni Semi Furnish di Batu Indah Dekat Batununggal,https://www.lamudi.co.id/disewa-rumah-siap-huni-semi-furnish-di-batu-indah-169949449159.html,5.0,3.0,1.0,130.0,120.0,107.64083,-6.93472,55000000.0
Rumah di Sayap Pajajaran,https://www.lamudi.co.id/rumah-di-sayap-pajajaran-169528931786.html,5.0,3.0,1.0,155.0,170.0,107.6212817,-6.9548746,75000000.0
Rumah dua lantai  Furnished Siap Huni di Taman Kopo Indah 1,https://www.lamudi.co.id/rumah-dua-lantai-furnished-siap-huni-di-taman-kopo-169716457491.html,3.0,,1.0,148.0,93.0,107.6535667,-6.9536868,35000000.0
Disewakan Rumah Siap Huni Furnish di Cluster Dayana Summarecon,https://www.lamudi.co.id/disewakan-rumah-siap-huni-furnish-di-cluster-dayan-16969310720.html,4.0,2.0,1.0,105.0,104.0,107.687404,-6.948904,65000000.0
Disewa Rumah Baru di Kopo Sulaiman,https://www.lamudi.co.id/disewa-rumah-baru-di-kopo-sulaiman-170134444337.html,2.0,,1.0,55.0,65.0,107.56411782673,-6.971451203414,35000000.0
Sewa Rumah full furnished nyaman Cipedes strategis dekat sutami pasteu,https://www.lamudi.co.id/sewa-rumah-full-furnished-nyaman-cipedes-strategis-169742379481.html,4.0,3.0,1.0,215.0,250.0,107.58667,-6.89833,140000000.0
Disewa Rumah 1 Lantai Terawat Nyaman dan Aman di Sayap Sunda Bandung,https://www.lamudi.co.id/disewa-rumah-1-lantai-terawat-nyaman-dan-aman-di-s-169344649261.html,4.0,3.0,1.0,,305.0,107.618073,-6.91161,120000000.0
Rumah siap huni Furnish nyaman di Ciwaruga dekat Polban Bandung,https://www.lamudi.co.id/rumah-siap-huni-furnish-nyaman-di-ciwaruga-dekat-p-16973858768.html,3.0,3.0,1.0,100.0,90.0,108.251589,-6.387806,70000000.0
Disewa Rumah Siap Huni di Taman Kopo Indah,https://www.lamudi.co.id/disewa-rumah-siap-huni-di-taman-kopo-indah-17014458205.html,3.0,2.0,1.0,135.0,92.0,107.56299406809,-6.9662881952369,35000000.0
Disewa Rumah Baru Siap Huni Di Taman Cibaduyut,https://www.lamudi.co.id/disewa-rumah-baru-siap-huni-di-taman-cibaduyut-170088064181.html,3.0,1.0,1.0,120.0,85.0,107.60169770333,-6.9624222342611,42500000.0
Disewakan Rumah Nyaman Siap Huni Lokasi dekat paskal 23 di Kelenteng,https://www.lamudi.co.id/disewakan-rumah-nyaman-siap-huni-lokasi-dekat-pask-169511029195.html,3.0,3.0,1.0,120.0,120.0,107.580433,-6.904741,105000000.0
"Rumah Dikontrakkan di Komplek Bumi Kresna Asri, Bandung",https://www.lamudi.co.id/rumah-dikontrakkan-di-komplek-bumi-kresna-asri-ban-169769441196.html,3.0,2.0,,120.0,70.0,107.59199,-7.00829,25000000.0
Disewa Rumah Terawat Nyaman di Arcamanik Antapani Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-di-arcamanik-antapani-169715876625.html,2.0,5.0,1.0,,200.0,107.693391,-6.929506,55000000.0
Rumah siap huni di Taman Surya Soekarno Hatta bandung,https://www.lamudi.co.id/rumah-siap-huni-di-taman-surya-soekarno-hatta-band-169692871056.html,2.0,1.0,1.0,91.0,48.0,107.5925,-6.96194,35000000.0
Disewa Rumah Terawat Nyaman Siap Huni di De Sangkanhurip Katapang,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-siap-huni-di-de-sangka-170087447824.html,2.0,1.0,1.0,,36.0,107.55333,-6.99917,25000000.0
Rumah Bagus di Sayap Riau,https://www.lamudi.co.id/rumah-bagus-di-sayap-riau-170107122620.html,2.0,,1.0,180.0,,107.623302,-6.907542,75000000.0
SEWA RUMAH BARU 100% Podomoro,https://www.lamudi.co.id/sewa-rumah-baru-100-podomoro-168492992188.html,,4.0,1.0,126.0,127.0,107.6212817,-6.9548746,75000000.0
Disewa Rumah Siap Huni Bagus di Summarecon Cluster Flora Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-bagus-di-summarecon-cluster-169716027549.html,4.0,2.0,1.0,105.0,140.0,107.687404,-6.948904,70000000.0
Disewa Rumah Siap Huni Terawat & Asri di Kota Bali Padalarang Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-terawat-asri-di-kota-bali-p-170167296136.html,2.0,1.0,1.0,100.0,45.0,107.467209,-6.844347,37500000.0
Disewa Rumah Minimalis Siap Huni di Mekar Wangi Bandung ,https://www.lamudi.co.id/disewa-rumah-minimalis-siap-huni-di-mekar-wangi-ba-170167462420.html,3.0,3.0,1.0,79.0,87.0,107.61056,-6.95722,65000000.0
Disewakan Rumah Nyaman Berdampingan di Cikutra,https://www.lamudi.co.id/disewakan-rumah-nyaman-berdampingan-di-cikutra-169381583375.html,1.0,1.0,,200.0,37.0,107.63806,-6.89333,20000000.0
Disewa Rumah Siap Huni Nyaman dan Aman di Taman Cibaduyut Indah,https://www.lamudi.co.id/disewa-rumah-siap-huni-nyaman-dan-aman-di-taman-ci-170166458595.html,2.0,1.0,1.0,100.0,80.0,107.593915,-6.950059,30000000.0
Disewa Rumah 2 Lantai di Buah Batu Regency Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-di-buah-batu-regency-bandung-170168317578.html,3.0,2.0,1.0,121.0,100.0,107.62444,-6.81167,45000000.0
Disewa Rumah Siap Huni & Nyaman Semi Furnished di Cisaranten Kulon,https://www.lamudi.co.id/disewa-rumah-siap-huni-nyaman-semi-furnished-di-ci-170168342668.html,3.0,2.0,1.0,198.0,90.0,107.693391,-6.929506,50000000.0
Disewa Rumah SIap Huni Full Furnished di Jelita Batununggal Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-full-furnished-di-jelita-ba-169171989812.html,4.0,3.0,1.0,240.0,150.0,107.64083,-6.93472,90000000.0
Sewa rumah siap huni di TCI 2 kamar tidur,https://www.lamudi.co.id/sewa-rumah-siap-huni-di-tci-2-kamar-tidur-169563906712.html,2.0,1.0,1.0,100.0,77.0,107.593915,-6.950059,25000000.0
Disewa Rumah Terawat Nyaman Lokasi di Antapani Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-lokasi-di-antapani-ban-169284652177.html,3.0,1.0,1.0,109.0,97.0,107.66194,-6.92306,30000000.0
DISEWAKAN RUMAH DI BUAHBATU SQUARE BANDUNG BLOK APPLE,https://www.lamudi.co.id/disewakan-rumah-di-buahbatu-square-bandung-blok-ap-170290277396.html,3.0,3.0,1.0,81.0,120.0,107.62444,-6.81167,75000000.0
RUMAH SIAP HUNI ANTAPANI,https://www.lamudi.co.id/rumah-siap-huni-antapani-170294804228.html,3.0,1.0,1.0,200.0,120.0,107.66125,-6.9171,65000000.0
RUMAH SIAP HUNI SARIJADI,https://www.lamudi.co.id/rumah-siap-huni-sarijadi-170294779071.html,5.0,2.0,1.0,220.0,125.0,107.58022,-6.87414,55000000.0
Disewa Rumah Nyaman Full Furnished Siap Huni di Ciumbuleuit Bandung,https://www.lamudi.co.id/disewa-rumah-nyaman-full-furnished-siap-huni-di-ci-170297982766.html,2.0,2.0,1.0,185.0,110.0,107.618573,-6.863551,50000000.0
Disewa Rumah Strategis Semi Furnished di Ciwaruga Bandung,https://www.lamudi.co.id/disewa-rumah-strategis-semi-furnished-di-ciwaruga-170297917248.html,3.0,2.0,1.0,179.0,90.0,107.577958,-6.745659,48000000.0
RUMAH FURNISH CLUSTER CYNTHIA SUMMARECON BANDUNG,https://www.lamudi.co.id/rumah-furnish-cluster-cynthia-summarecon-bandung-170298395368.html,4.0,4.0,1.0,144.0,160.0,107.69916934079,-6.9574674796762,80000000.0
Disewa Rumah Terawat Siap Huni di Mekar Wangi Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-siap-huni-di-mekar-wangi-band-170305999295.html,4.0,2.0,1.0,226.0,95.0,107.61056,-6.95722,90000000.0
Disewa Rumah Siap Huni Sejuk Asri Furnished di Cigadung Dago Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-sejuk-asri-furnished-di-cig-170305618775.html,4.0,3.0,1.0,106.0,108.0,107.62472,-6.88056,78000000.0
"RUMAH MINIMALIS TERAWAT SIAP HUNI DI SINGGASANA PRADANA, BANDUNG",https://www.lamudi.co.id/rumah-minimalis-terawat-siap-huni-di-singgasana-pr-170311924743.html,4.0,3.0,1.0,240.0,150.0,107.61056,-6.95722,85000000.0
Rumah siap huni hoek di komplek muara bandung,https://www.lamudi.co.id/rumah-siap-huni-hoek-di-komplek-muara-bandung-170238251288.html,3.0,2.0,1.0,285.0,400.0,1.0,1.0,100000000.0
Disewakan Murah Rumah Nyaman Di Arcamanik Antapani Bandung,https://www.lamudi.co.id/disewakan-murah-rumah-nyaman-di-arcamanik-antapani-170243276626.html,4.0,2.0,1.0,176.0,135.0,107.693391,-6.929506,43000000.0
Disewa Rumah Siap Huni Terawat Nyaman di Cijawura Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-terawat-nyaman-di-cijawura-170255876416.html,4.0,3.0,1.0,172.0,120.0,107.62444,-6.81167,70000000.0
Disewa Rumah Furnished Siap Huni di Kota Baru Parahyangan,https://www.lamudi.co.id/disewa-rumah-furnished-siap-huni-di-kota-baru-para-17025578747.html,5.0,4.0,1.0,360.0,250.0,107.467209,-6.844347,180000000.0
Disewakan Rumah pondok hijau sersan bajuri bandung utara,https://www.lamudi.co.id/disewakan-rumah-pondok-hijau-sersan-bajuri-bandung-170262953955.html,3.0,2.0,1.0,105.0,,108.251589,-6.387806,50000000.0
Di sewakan rumah cantik Di summarecon ,https://www.lamudi.co.id/di-sewakan-rumah-cantik-di-summarecon-170193159527.html,4.0,2.0,1.0,103.0,113.0,107.687404,-6.948904,65000000.0
"Rumah Cluster Minimalis Modern siap huni, Taman Kopo Indah",https://www.lamudi.co.id/rumah-cluster-minimalis-modern-siap-huni-taman-kop-170200861782.html,2.0,1.0,1.0,114.0,105.0,107.38028,-6.82167,42000000.0
sewa rumah singgasana pradana moh toha bandung,https://www.lamudi.co.id/sewa-rumah-singgasana-pradana-moh-toha-bandung-170200344852.html,4.0,4.0,1.0,140.0,160.0,107.603277,-6.951883,85000000.0
Disewa Rumah Minimalis 2 Lantai di Cluster Buahbatu Bandung,https://www.lamudi.co.id/disewa-rumah-minimalis-2-lantai-di-cluster-buahbat-17020025276.html,,3.0,1.0,,125.0,107.62444,-6.81167,70000000.0
RUMAH SIAP HUNI TAMAN HOLIS INDAH,https://www.lamudi.co.id/rumah-siap-huni-taman-holis-indah-170246855967.html,3.0,1.0,1.0,96.0,96.0,107.557241,-6.942272,33000000.0
"Rumah Cluster Minimalis Modern, Taman Kopo Indah",https://www.lamudi.co.id/rumah-cluster-minimalis-modern-taman-kopo-indah-170201938226.html,2.0,1.0,1.0,96.0,45.0,107.38028,-6.82167,34000000.0
Disewa Rumah Terawat Nyaman Strategis di Taman Holis Indah 2 Bandung ,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-strategis-di-taman-hol-170228315050.html,3.0,1.0,1.0,96.0,96.0,107.58472,-6.94694,30000000.0
Disewakan Rumah 2 Lantai Siap Huni Komplek Cigadung,https://www.lamudi.co.id/disewakan-rumah-2-lantai-siap-huni-komplek-cigadun-170272311643.html,3.0,2.0,1.0,,120.0,107.62472,-6.88056,49000000.0
RUMAH BARU FLORA SUMMARECON BANDUNG,https://www.lamudi.co.id/rumah-baru-flora-summarecon-bandung-170270514317.html,4.0,2.0,1.0,105.0,104.0,107.69728203904,-6.9570648890757,65000000.0
RUMAH CANTIK TATAR SIMAKIRANA KOTA BARU PARAHYANGAN,https://www.lamudi.co.id/rumah-cantik-tatar-simakirana-kota-baru-parahyanga-170270526343.html,3.0,2.0,1.0,126.0,90.0,107.45678825137,-6.8691332214847,80000000.0
Disewa Rumah Furnished Nyaman Siap Huni di Buah Batu Regency Bandung,https://www.lamudi.co.id/disewa-rumah-furnished-nyaman-siap-huni-di-buah-ba-170273292614.html,3.0,2.0,1.0,172.0,85.0,107.62444,-6.81167,60000000.0
Sewa Rumah Minimalis Modern Sayap Dago Cigadung Bandung,https://www.lamudi.co.id/sewa-rumah-minimalis-modern-sayap-dago-cigadung-ba-170273390223.html,4.0,3.0,,,106.0,107.62356,-6.87665,79000000.0
Rumah Asri Siap Huni Furnished Kopo Permai 2,https://www.lamudi.co.id/rumah-asri-siap-huni-furnished-kopo-permai-2-170229702161.html,2.0,1.0,1.0,135.0,120.0,1.0,1.0,38000000.0
rumah sewa setiabudi sukajadi lokasi ramai dekat ke rumah mode,https://www.lamudi.co.id/rumah-sewa-setiabudi-sukajadi-lokasi-ramai-dekat-k-170237397180.html,3.0,3.0,1.0,1300.0,750.0,107.5962237,-6.8623061,525000000.0
Rumah sewa ada kolam renang komplek setraduta bandung utara,https://www.lamudi.co.id/rumah-sewa-ada-kolam-renang-komplek-setraduta-band-170237399462.html,4.0,4.0,1.0,600.0,750.0,107.58667,-6.89833,490000000.0
Rumah mainroad siap huni pasir impun bandung,https://www.lamudi.co.id/rumah-mainroad-siap-huni-pasir-impun-bandung-170238221679.html,,3.0,1.0,140.0,,1.0,1.0,60000000.0
Disewa Rumah Baru di Podomoro Park Cluster Amagriya Bandung,https://www.lamudi.co.id/disewa-rumah-baru-di-podomoro-park-cluster-amagriy-17032373078.html,2.0,3.0,1.0,102.0,94.0,107.63361,-6.98056,70000000.0
Disewakan Rumah Minimalis Di Pondok Hijau,https://www.lamudi.co.id/disewakan-rumah-minimalis-di-pondok-hijau-170340666843.html,3.0,2.0,1.0,105.0,65.0,107.5962237,-6.8623061,45000000.0
Disewakan Rumah Komplek PRV Gegerkalong Bandung,https://www.lamudi.co.id/disewakan-rumah-komplek-prv-gegerkalong-bandung-170343326880.html,4.0,3.0,1.0,295.0,300.0,108.251589,-6.387806,77000000.0
SEWA RUMAH BARU,https://www.lamudi.co.id/sewa-rumah-baru-170348824697.html,3.0,2.0,1.0,102.0,75.0,107.63361,-6.98056,40000000.0
Di sewakan rumah cantik adem di dago resort ,https://www.lamudi.co.id/di-sewakan-rumah-cantik-adem-di-dago-resort-170355576830.html,4.0,4.0,1.0,205.0,200.0,107.623445,-6.876258,150000000.0
Rumah nyaman Full Furnish di Komplek Puri Syailendra Sukajadi Bandung,https://www.lamudi.co.id/rumah-nyaman-full-furnish-di-komplek-puri-syailend-17035347640.html,5.0,4.0,1.0,187.0,220.0,107.58667,-6.89833,120000000.0
Di sewakan rumah cantik bersih full furnished Di dago resort ,https://www.lamudi.co.id/di-sewakan-rumah-cantik-bersih-full-furnished-di-d-170355663578.html,3.0,4.0,1.0,560.0,350.0,107.623445,-6.876258,225000000.0
Disewakan Rumah Siap Huni di Komplek Puri Dago Antapani Bandung Kota,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-komplek-puri-dago-ant-17035758772.html,2.0,1.0,1.0,120.0,48.0,107.66125,-6.9171,43000000.0
Dikontrakan Rumah 2 lantai semi furnished Cibiru,https://www.lamudi.co.id/dikontrakan-rumah-2-lantai-semi-furnished-cibiru-170364588935.html,2.0,2.0,1.0,70.0,60.0,107.71306,-6.92806,28000000.0
Di sewakan rumah adem Di cigadung ,https://www.lamudi.co.id/di-sewakan-rumah-adem-di-cigadung-170364465793.html,4.0,4.0,1.0,375.0,250.0,107.62472,-6.88056,85000000.0
Disewa Rumah Terawat Nyaman Siap Huni di Sayap BKR Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-siap-huni-di-sayap-bkr-170294726695.html,5.0,5.0,1.0,154.0,200.0,108.38886,-7.365351,70000000.0
"SEWA RUMAH SIAP HUNI DI SIMAKIRANA, KBP",https://www.lamudi.co.id/sewa-rumah-siap-huni-di-simakirana-kbp-170290251414.html,3.0,2.0,1.0,120.0,100.0,107.467209,-6.844347,80000000.0
Rumah nyaman di Komplek Taman Kopo Indah 3 Bandung,https://www.lamudi.co.id/rumah-nyaman-di-komplek-taman-kopo-indah-3-bandung-170308838177.html,4.0,2.0,1.0,,180.0,107.55175,-6.96946,55000000.0
RUMAH MINIMALIS 3 LANTAI DI SARIJADI BANDUNG UTARA,https://www.lamudi.co.id/rumah-minimalis-3-lantai-di-sarijadi-bandung-utara-170338601641.html,3.0,2.0,1.0,72.0,72.0,107.586768,-6.875405,45000000.0
Disewakan Rumah Ciwaruga Dekat Gegerkalong Bandung barat,https://www.lamudi.co.id/disewakan-rumah-ciwaruga-dekat-gegerkalong-bandung-170262853687.html,3.0,2.0,,179.0,90.0,108.251589,-6.387806,50000000.0
sewa rumah taman kopo indah bandung,https://www.lamudi.co.id/sewa-rumah-taman-kopo-indah-bandung-170200434482.html,5.0,4.0,1.0,280.0,400.0,107.38028,-6.82167,75000000.0
"RUMAH BARU 3 UNIT SIAP HUNI DI TURANGGA, BANDUNG",https://www.lamudi.co.id/rumah-baru-3-unit-siap-huni-di-turangga-bandung-170277361998.html,4.0,4.0,1.0,102.0,160.0,107.635324,-6.937933,100000000.0
Disewa Rumah Nyaman Startegis di Taman Lingkar Selatan Bandung,https://www.lamudi.co.id/disewa-rumah-nyaman-startegis-di-taman-lingkar-sel-170193869560.html,5.0,4.0,1.0,190.0,200.0,107.5925,-6.96194,65000000.0
"RUMAH 2 LANTAI SIAP HUNI DI TURANGGA BUAH BATU, BANDUNG",https://www.lamudi.co.id/rumah-2-lantai-siap-huni-di-turangga-buah-batu-ban-17027732322.html,6.0,4.0,1.0,200.0,300.0,107.62444,-6.81167,120000000.0
"RUMAH VIEW HIJAU LINGKUNGAN NYAMAN SIAP HUNI DI DAGO PAKAR, BANDUNGG",https://www.lamudi.co.id/rumah-view-hijau-lingkungan-nyaman-siap-huni-di-da-170277479986.html,5.0,5.0,1.0,205.0,200.0,107.623445,-6.876258,150000000.0
"RUMAH NYAMAN SIAP HUNI DI BATUNUNGGAL, BANDUNG",https://www.lamudi.co.id/rumah-nyaman-siap-huni-di-batununggal-bandung-17028024305.html,6.0,6.0,1.0,450.0,500.0,107.64083,-6.93472,185000000.0
"DISEWAKAN RUMAH Siap Huni, Good Location di Kiaracondong, Bandung",https://www.lamudi.co.id/disewakan-rumah-siap-huni-good-location-di-kiaraco-170192722514.html,4.0,3.0,1.0,210.0,147.0,107.64388,-6.91927,45000000.0
rumah dikontrakkan asri terawat dan furnish di buahbatu,https://www.lamudi.co.id/rumah-dikontrakkan-asri-terawat-dan-furnish-di-bua-170187627983.html,4.0,2.0,1.0,240.0,180.0,107.63265618339,-6.9415413644265,110000000.0
Disewakan Rumah Siap Huni Di Taman Kopo Indah,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-taman-kopo-indah-170186553834.html,,1.0,1.0,,140.0,106.904854,-6.653733,35000000.0
Di sewakan rumah Di area kembar sriwijaya ,https://www.lamudi.co.id/di-sewakan-rumah-di-area-kembar-sriwijaya-170226134381.html,3.0,1.0,1.0,200.0,160.0,108.38886,-7.365351,60000000.0
Rumah terawat siap huni di sayap pasirkaliki bandung,https://www.lamudi.co.id/rumah-terawat-siap-huni-di-sayap-pasirkaliki-bandu-170220340858.html,2.0,3.0,1.0,124.0,300.0,107.601804,-6.91017,80000000.0
RUMAH LUX MINIMALIS FULL FURNISH SETRARIA SETRASARI,https://www.lamudi.co.id/rumah-lux-minimalis-full-furnish-setraria-setrasar-170315091488.html,5.0,4.0,1.0,187.0,220.0,107.58636840564,-6.8790565849273,120000000.0
Di sewakan rumah satu lantai Di dekat tegal lega Bandung ,https://www.lamudi.co.id/di-sewakan-rumah-satu-lantai-di-dekat-tegal-lega-b-170235068986.html,3.0,2.0,1.0,400.0,250.0,107.59389,-6.92028,75000000.0
"Disewa Rumah 1,5 Lantai Siap Huni di Turangga Bandung",https://www.lamudi.co.id/disewa-rumah-1-5-lantai-siap-huni-di-turangga-band-170235470770.html,6.0,4.0,1.0,190.0,155.0,107.635324,-6.937933,65000000.0
Rumah sewa dekat ke pasteur dan sukajadi,https://www.lamudi.co.id/rumah-sewa-dekat-ke-pasteur-dan-sukajadi-170237397065.html,5.0,4.0,1.0,325.0,400.0,107.58667,-6.89833,135000000.0
Disewa Rumah Minimalis Modern Siap Huni Dalam Cluster di Panyileukan,https://www.lamudi.co.id/disewa-rumah-minimalis-modern-siap-huni-dalam-clus-170242922145.html,2.0,2.0,1.0,665.0,100.0,107.6489677,-6.9431017,39000000.0
Disewa Rumah Hunian Nyaman  Full Furnish di Buah Batu,https://www.lamudi.co.id/disewa-rumah-hunian-nyaman-full-furnish-di-buah-ba-170239033160.html,4.0,2.0,1.0,172.0,120.0,107.62444,-6.81167,70000000.0
Disewa Rumah Hunian Nyaman di Arcamanik Endah,https://www.lamudi.co.id/disewa-rumah-hunian-nyaman-di-arcamanik-endah-17024728163.html,2.0,2.0,1.0,107.0,70.0,107.693391,-6.929506,40000000.0
Disewa Rumah Siap Pakai di Taman Kopo Indah 3 Bandung,https://www.lamudi.co.id/disewa-rumah-siap-pakai-di-taman-kopo-indah-3-band-170247134271.html,4.0,2.0,1.0,153.0,153.0,107.38028,-6.82167,45000000.0
